Country,Rank,Track_id,Streams,Track Name,Artist,URL,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,duration_ms,key,mode,Artist_id,Artist_popularity,Artist_follower,Artist_img,acousticness_norm,danceability_norm,energy_norm,liveness_norm,loudness_norm,speechiness_norm,valence_norm,tempo_norm,mode_norm
global,31.0,0uUNN1nSoUx1A4fkDCWDQ7,407647986,So Am I,Ava Max,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0.0737,0.682,0.6559999999999999,0.0,0.353,-4.67,0.0435,0.607,130.089,4,183027,6,1,4npEfmQ6YuiwW1GpUmaq3F,87,1025358,https://i.scdn.co/image/4b914c6470c8458674538afe1b90b8ce4e777e96,-0.7160426024705393,0.04257783134324527,0.18372183712409923,1.314303884315079,0.6510574577481394,-0.7589846666816685,0.5413564239601687,0.258465722331986,0.8457450651849541
global,32.0,7dt6x5M1jzdTEt8oCbisTK,405953336,Better Now,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,0.331,0.68,0.578,0.0,0.135,-5.803999999999999,0.04,0.341,145.03799999999998,4,231267,10,1,246dkjvS1zLTtiykXe5h60,100,21335421,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f,0.28551240027997593,0.02960079461361909,-0.2691152722920633,-0.2891933522250328,0.24262116007752105,-0.789706798937814,-0.6658800238992251,0.7450024149520232,0.8457450651849541
global,33.0,6b2RcmUt1g9N9mQ3CbjX2Y,399479470,How Do You Sleep?,Sam Smith,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.47700000000000004,0.682,0.0,0.0763,-4.931,0.0925,0.345,110.56700000000001,5,202205,1,0,2wY79sveU1sp5g7SokKOiI,92,11220622,https://i.scdn.co/image/871eeb6c9b0f60dfe982380d1357a7beb85fb3fd,-0.4073628056648033,-1.2875684334434367,0.3346675402628209,-0.7209607273851455,0.5570522781255367,-0.32887481509562994,-0.6477260923524676,-0.3769058284960542,-1.182389399790697
global,34.0,0e7ipj03S05BNilyu5bRzt,395449434,rockstar (feat. 21 Savage),Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,0.129,159.80100000000002,4,218147,5,0,246dkjvS1zLTtiykXe5h60,100,21335421,https://i.scdn.co/image/93fec27f9aac86526b9010e882037afbda4e3d5f,-0.5202469684310875,-0.5868084500436243,-0.605840302370748,-0.31861531986797065,0.12304369021275416,-0.515840934254459,-1.6280383958773887,1.225485470216565,-1.182389399790697
global,35.0,51Fjme0JiitpyXKuyQiCDo,394840154,Lalala,Y2K,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,0.18100000000000002,0.843,0.391,0.0,0.13699999999999998,-7.899,0.0845,0.496,129.972,4,160627,2,1,6USMTwO0MNDnKte5a5h0xx,81,134196,https://i.scdn.co/image/10df130e3c229399bcecc55ce0eda289b60e0047,-0.2983712002352874,1.0872292880781511,-1.3547632140974788,-0.27448236840356405,-0.5119414886173168,-0.3990968316811056,0.03758482353763966,0.25465778915675424,0.8457450651849541
global,36.0,7fa9MBXhVfQ8P8Df9OEbD8,391247076,Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,0.568,0.851,0.541,0.0,0.13,-6.825,0.0505,0.44799999999999995,124.959,4,235545,0,1,04gDigrS5kc9YWfZHwBETP,94,21668307,https://i.scdn.co/image/608c7b23420c9556a7eabd9097f7e171a91d3871,1.2080484890940917,1.1391374349966557,-0.48392261906639644,-0.3259708117787051,-0.12511557706683685,-0.6975404021693773,-0.1802623550234542,0.09150249849488712,0.8457450651849541
global,37.0,6TqXcAFInzjp0bODyvrWEq,391135051,Talk (feat. Disclosure),Khalid,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,0.051,0.9009999999999999,0.4,0.0,0.0599,-8.575,0.126,0.34600000000000003,135.984,4,197573,0,1,6LuN9FCkKOj5PcnpouEgny,96,10092177,https://i.scdn.co/image/e52c824585bfeef4d674b509437120805300f557,-0.8044036540151824,1.4635633532373094,-1.3025127783956139,-0.8415907947211907,-0.7554185055708775,-0.03482012064395047,-0.6431876094657778,0.4503269707763721,0.8457450651849541
global,38.0,116H0KvKr2Zl4RPuVBruDO,385397401,MIA (feat. Drake),Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,0.0141,0.8170000000000001,0.539,0.000496,0.099,-6.349,0.0621,0.158,97.06200000000001,4,210368,6,0,4q3ewBCX7sLwd24euuV69X,98,17863391,https://i.scdn.co/image/22590f4021a00d1cad0821cc46a54395960342ee,-0.9480390197419372,0.9185278105930115,-0.4955338270001442,-0.5539910610114733,0.046326819486262286,-0.5957184781204375,-1.4964223921633946,-0.816445465517501,-1.182389399790697
global,39.0,1DFD5Fotzgn6yYXkYsKiGs,383102280,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,0.0404,0.677,0.7440000000000001,0.00016,0.07400000000000001,-6.806,0.0295,0.631,124.08,4,152913,10,0,0xRXCcSX89eobfrshSVdyu,85,152909,https://i.scdn.co/image/f1dc8347ce1fd49e13f3e799175290a36e02b52d,-0.8456647617849277,0.010135239519179825,0.6946149862090019,-0.7378783587798348,-0.11827228812879292,-0.881873195706251,0.6502800132407156,0.06289418002455362,-1.182389399790697
global,40.0,43zdsphuZLzwA9k4DJhU0I,383052345,when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,0.978,0.36700000000000005,0.111,3.97e-05,0.0897,-14.084000000000001,0.0972,0.198,82.64200000000001,4,196077,4,1,6qqNVTkY8uBg9cP3Jd7DAH,98,18867904,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8,2.8039969971691447,-2.0013054535728756,-2.980332324822166,-0.6223971357813038,-2.739612124501599,-0.287619380351663,-1.3148830766958166,-1.2857650927555067,0.8457450651849541
global,41.0,1Ej96GIBCTvgH7tNX1r3qr,379255058,Otro Trago,Sech,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,0.7,0.000167,0.11,-4.669,0.341,0.62,176.03599999999997,4,225933,0,1,77ziqFxp5gaInVrF2lj4ht,95,2397904,https://i.scdn.co/image/f99f48ccef2f7b3b247ba07e267c17da84978b0b,-0.47353628038986645,0.46433152505609526,0.43916841166655024,-0.47308064999339433,0.6514176308501418,1.852396575090709,0.6003567014871316,1.7538768813267591,0.8457450651849541
global,42.0,2qxmye6gAegTMjLKEBoR3d,375966129,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,0.74,0.652,0.557,0.0,0.124,-5.7139999999999995,0.0318,0.483,150.07299999999998,4,169354,1,0,5IH6FPUwQTxPSXurCrcIov,84,1106781,https://i.scdn.co/image/94a3fa344317cdd3e44d985a4ef64eab41b4a28b,1.8775683510182606,-0.15207771960114738,-0.39103295559641427,-0.3701037632431119,0.2750367392577288,-0.8616843659379267,-0.021415453989323256,0.9088737272365833,-1.182389399790697
global,43.0,4R8BJggjosTswLxtkw8V7P,373850485,No Me Conoce - Remix,Jhay Cortez,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,0.145,0.8059999999999999,0.7859999999999999,0.0,0.0935,-3.8310000000000004,0.0741,0.58,91.973,4,309120,10,0,0EFisYRi20PTADoJrifHrz,84,508260,https://i.scdn.co/image/98ffe4a8339829e550701e4b18e5856cb7b50e7d,-0.43850326435895076,0.8471541085800668,0.9384503528177038,-0.5944462665205129,0.9532426903280765,-0.49038545324222405,0.4188173860195534,-0.9820742854213994,-1.182389399790697
